0 -0.756557 0.00744381
1 -0.768437 0.00700352
2 -0.769063 0.00634222
3 -0.776933 0.00622443
4 -0.783509 0.00495649
5 -0.779817 0.00614825
6 -0.777608 0.00589522
7 -0.775173 0.00618881
8 -0.776247 0.0057631
9 -0.783334 0.00512771
10 -0.778912 0.00491206
11 -0.776692 0.00449898
12 -0.782655 0.00480236
13 -0.774923 0.00498617
14 -0.776702 0.00490245
15 -0.778215 0.00404357
16 -0.775225 0.00436803
17 -0.775336 0.00437712
18 -0.776878 0.00384681
19 -0.778249 0.00339107
20 -0.773463 0.00357654
21 -0.778436 0.00478292
22 -0.783936 0.00437205
23 -0.783804 0.00422987
24 -0.780688 0.00378066
25 -0.785299 0.00411113
26 -0.779517 0.00492171
27 -0.777094 0.00408304
28 -0.777232 0.00511776
29 -0.779358 0.00447059
30 -0.778514 0.00435633
31 -0.77846 0.00412674
32 -0.7778 0.00432597
33 -0.776321 0.00469001
34 -0.776794 0.00449192
35 -0.776243 0.0044549
36 -0.776171 0.00398808
37 -0.776715 0.00383856
38 -0.774563 0.00462016
39 -0.774626 0.00457883
40 -0.7762 0.00428884
41 -0.775473 0.00400035
42 -0.777853 0.00449273
43 -0.783294 0.00373758
44 -0.781556 0.00444102
45 -0.780929 0.00482759
46 -0.782004 0.00445866
47 -0.781216 0.00352512
48 -0.779929 0.00337418
49 -0.781043 0.0026323
50 -0.782738 0.00331906
51 -0.786636 0.00403828
52 -0.78966 0.00383496
53 -0.786411 0.0036274
54 -0.785202 0.00335892
55 -0.780844 0.00395505
56 -0.783823 0.00393398
57 -0.78368 0.00423405
58 -0.783236 0.00442088
59 -0.780182 0.00490071
60 -0.78064 0.00447464
61 -0.784149 0.00372617
62 -0.782212 0.00390963
63 -0.784228 0.00379839
64 -0.778538 0.00439277
65 -0.78201 0.00419982
66 -0.781749 0.00422349
67 -0.782505 0.00451368
68 -0.781468 0.0042653
69 -0.780795 0.00385257
70 -0.781973 0.00375223
71 -0.781963 0.00391982
72 -0.781259 0.00308109
73 -0.778997 0.00372988
74 -0.777707 0.00428016
75 -0.775889 0.00449266
76 -0.775325 0.00451556
77 -0.773645 0.00363459
78 -0.773169 0.00384106
79 -0.773334 0.00379116
80 -0.775438 0.00409794
