0 0.298805 0.00725775
1 -0.0239019 0.18768
2 0.341692 0.177549
3 0.198623 0.260264
4 0.814129 0.169008
5 0.513347 0.190742
6 0.291533 0.189277
7 0.227795 0.192918
8 0.376709 0.181517
9 0.186788 0.216935
10 0.465564 0.181356
11 0.220644 0.130815
12 0.369961 0.194739
13 0.427166 0.151998
14 0.131996 0.155713
15 0.454104 0.173268
16 0.240237 0.147487
17 0.227618 0.207851
18 0.226797 0.22188
19 0.476142 0.139891
20 0.506705 0.117006
21 0.336128 0.108217
22 0.312955 0.171643
23 0.144754 0.151007
24 0.309614 0.158097
25 0.475079 0.111608
26 0.476625 0.181284
27 0.359121 0.225485
28 0.0552282 0.186034
29 0.127242 0.157686
30 0.259152 0.135079
31 0.498645 0.168734
32 0.591111 0.145109
33 0.251828 0.168916
34 0.111649 0.138281
35 0.267407 0.148994
36 0.17236 0.140203
37 0.359139 0.11246
38 0.208996 0.124061
39 0.305068 0.125458
40 0.131498 0.14237
41 0.476281 0.104552
42 0.356595 0.141164
43 0.472264 0.186126
44 0.475332 0.171515
45 0.167751 0.153966
46 0.23218 0.166666
47 0.295251 0.155099
48 0.562824 0.123008
49 0.338009 0.143765
50 0.341745 0.133568
51 0.344708 0.113332
52 0.0969199 0.183859
53 0.387071 0.0944858
54 0.404759 0.10405
55 0.430446 0.14045
56 0.208034 0.112457
57 0.295338 0.150851
58 0.47798 0.140217
59 0.281163 0.12298
60 0.45735 0.109061
61 0.329047 0.142087
62 0.406863 0.118206
63 0.244055 0.131896
64 0.52358 0.110088
65 0.41444 0.115625
66 0.269849 0.111603
67 0.451876 0.166185
68 0.281847 0.132275
69 0.454427 0.105656
70 0.394284 0.127273
71 0.350829 0.114567
72 0.249035 0.0945645
73 0.427813 0.125378
74 0.266267 0.137349
75 0.352246 0.163841
76 0.506046 0.0971602
77 0.242265 0.126302
78 0.396734 0.116883
79 0.383094 0.0871749
80 0.242464 0.124714
81 0.400571 0.129751
82 0.387828 0.118211
83 0.262836 0.131943
84 0.32874 0.119545
85 0.23521 0.15562
86 0.388444 0.14512
87 0.112198 0.129516
88 0.411089 0.119802
89 0.531727 0.13447
90 0.527542 0.131911
91 0.399248 0.133171
92 0.486853 0.0988914
93 0.285872 0.106053
94 0.244018 0.103301
95 0.385695 0.0671016
96 0.301007 0.111001
97 0.302031 0.103738
98 0.349782 0.105936
99 0.352091 0.110993
100 0.431277 0.151589
101 0.520288 0.138486
102 0.192972 0.138107
103 0.567425 0.0980801
104 0.344721 0.0986096
105 0.232065 0.11793
106 0.30358 0.158093
107 0.307656 0.113545
108 0.486101 0.110037
109 0.412554 0.160336
110 0.212892 0.101582
111 0.243933 0.132981
112 0.384783 0.0910463
113 0.512766 0.126037
114 0.291759 0.120205
115 0.271317 0.098015
116 0.158804 0.130626
117 0.475663 0.126589
118 0.462421 0.103993
119 0.159525 0.0992293
120 0.335866 0.0873673
121 0.312144 0.10641
122 0.428179 0.110016
123 0.240294 0.100765
124 0.312805 0.0988135
125 0.36307 0.105231
126 0.426655 0.118048
127 0.165064 0.112701
128 0.352144 0.10215
129 0.348436 0.121678
130 0.210177 0.0922947
131 0.174131 0.0792755
132 0.446068 0.0928628
133 0.410887 0.140505
134 0.210075 0.0817632
135 0.364038 0.123447
136 0.54129 0.112278
137 0.361952 0.121747
138 0.334784 0.0981844
139 0.264043 0.0925998
140 0.47185 0.0912624
141 0.352976 0.151222
142 0.375346 0.107766
143 0.133295 0.122365
144 0.247783 0.114327
145 0.189091 0.10751
146 0.232097 0.120757
147 0.358748 0.120879
148 0.208098 0.11356
149 0.23767 0.108214
150 0.0683355 0.129016
151 0.301785 0.102597
152 0.47502 0.106565
153 0.177828 0.0869617
154 0.198762 0.117932
155 0.297515 0.132348
156 0.117294 0.131387
157 0.419585 0.0649681
158 0.0792386 0.120684
159 0.378444 0.0882306
160 0.294729 0.110345
161 0.24327 0.130533
162 0.439434 0.119997
163 0.246976 0.123086
164 0.301852 0.114656
165 0.147853 0.152108
166 0.342777 0.130794
167 0.247651 0.0932459
168 0.391947 0.0888802
169 0.0948229 0.114302
170 0.23372 0.0745044
171 0.286047 0.0808824
172 0.377122 0.128917
173 0.074756 0.157055
174 0.334509 0.106558
175 0.266125 0.122013
176 0.270288 0.0945492
177 0.0722186 0.102608
178 0.436575 0.106039
179 0.120303 0.128234
180 0.420977 0.116798
181 0.40397 0.115909
182 0.159925 0.115956
183 0.456858 0.0948606
184 0.0908681 0.112194
185 0.44062 0.10516
186 0.223777 0.148637
187 0.134956 0.0916354
188 0.226968 0.124868
189 0.428012 0.110059
190 0.198779 0.117152
191 0.164613 0.0809143
192 0.298827 0.141133
193 0.464065 0.151685
194 0.143102 0.099767
195 0.274809 0.143601
196 0.181655 0.123304
197 0.419121 0.14655
198 0.291022 0.103291
199 0.0961679 0.147576
200 0.233159 0.101883
201 0.154614 0.148508
202 0.345354 0.178713
203 0.635833 0.0952557
204 0.362764 0.094002
205 0.177693 0.114912
206 0.347012 0.118873
207 0.333098 0.139634
208 0.384515 0.105136
209 0.519007 0.101779
210 0.222805 0.116656
211 0.356556 0.12855
212 0.473956 0.112823
213 0.309921 0.123873
214 0.32656 0.128708
215 0.285889 0.139023
216 0.388401 0.154699
217 0.496514 0.112215
218 0.286342 0.155088
219 0.43797 0.132835
220 0.347365 0.124693
221 0.647729 0.149825
222 0.291152 0.151311
223 0.354451 0.135616
224 0.268859 0.088829
225 0.28828 0.114196
226 0.306191 0.119006
227 0.362787 0.117644
228 0.555629 0.115157
229 0.180329 0.124183
230 0.407136 0.116577
231 0.237391 0.102985
232 0.290746 0.0951142
233 0.257002 0.131233
234 0.284683 0.135012
235 0.454518 0.120543
236 0.132481 0.127296
237 0.340494 0.137741
238 0.564962 0.137132
239 0.417291 0.166357
240 0.121483 0.114783
241 0.544107 0.125513
242 0.485494 0.146652
243 0.114265 0.0902149
244 0.261633 0.149871
245 0.351786 0.130482
246 0.525181 0.170554
247 0.162461 0.146331
248 0.376066 0.0984842
249 0.0553414 0.133724
250 0.265193 0.196784
251 0.334826 0.114607
252 0.32625 0.123721
253 0.494911 0.172982
254 0.000105881 0.145302
255 -0.0674628 0.137361
256 0.236303 0.126021
257 0.356218 0.129923
