x, y, z
-0.0473834, -0.330268, -0.977232
0.527399, -0.871559, -1.02566
0.712713, -0.400296, -0.167484
-0.0348456, -0.525641, 0.788799
-0.815393, -0.471745, 0.418799
-0.805181, -0.514745, -0.486369
-0.824053, -1.37454, -0.747122
-0.824053, -1.37454, -0.747122
-0.510791, -1.57896, -0.902995
-0.974323, -0.612544, -1.2327
-0.974323, -0.612544, -1.2327
-0.22831, -1.68906, -1.3464
-0.00554844, -2.3421, -1.37136
-0.00554844, -2.3421, -1.37136
0.823866, -2.02142, -0.995643
0.0230018, -1.36741, -0.334175
0.199459, -1.60294, -0.0955374
1.21522, -1.21845, -0.165293
1.21522, -1.21845, -0.165293
1.3839, -0.396225, 0.922589
1.3839, -0.396225, 0.922589
1.43875, -0.185062, 0.743843
1.43875, -0.185062, 0.743843
0.779755, 0.254207, 1.09111
1.34677, -0.0918714, 0.373087
1.34677, -0.0918714, 0.373087
1.30911, 0.808292, -0.407932
1.30911, 0.808292, -0.407932
1.30911, 0.808292, -0.407932
1.212, 1.44181, -0.166998
0.717172, 1.68717, -0.850793
0.426838, 2.01325, 0.0397933
0.133536, 2.79716, 0.0896983
-0.224108, 2.23744, -0.0311327
-0.224108, 2.23744, -0.0311327
-0.224108, 2.23744, -0.0311327
-0.224108, 2.23744, -0.0311327
-0.653634, 2.54796, -0.819551
-1.01371, 1.8397, -0.983046
-1.99764, 1.56218, -0.502568
-1.99764, 1.56218, -0.502568
-1.9031, 0.927854, -0.354349
-1.50346, 1.07472, -0.872261
-1.50346, 1.07472, -0.872261
-2.36785, 1.00768, -0.0466877
-3.05499, 0.00153796, 0.993035
-2.20727, 0.624318, 1.74732
-1.86424, 0.823771, 2.55881
-1.86424, 0.823771, 2.55881
-1.86424, 0.823771, 2.55881
-1.84054, 1.78956, 2.07475
-1.32273, 2.71384, 1.24581
-0.331316, 1.66388, 2.22739
-1.30087, 0.770268, 1.30674
-0.412113, 0.756682, 0.598714
0.319495, 0.302903, 1.32579
1.01394, 0.224155, 2.3874
1.08573, -0.800924, 2.59433
0.774883, -0.316293, 1.96547
0.995554, 0.623761, 2.04421
-0.0702882, -0.371766, 2.04857
-0.198326, 0.595441, 1.2385
0.729739, -0.0129024, 0.960247
0.332913, -0.558425, -0.00560642
0.332913, -0.558425, -0.00560642
0.332913, -0.558425, -0.00560642
-0.30405, -0.922488, -0.0677002
-1.26233, -0.947177, 0.24107
-1.26233, -0.947177, 0.24107
-1.26233, -0.947177, 0.24107
-1.26233, -0.947177, 0.24107
-1.38035, -0.250531, 0.195955
-1.38035, -0.250531, 0.195955
-0.392102, 0.48823, 0.452932
-0.0842799, 0.480025, 0.679347
-0.0842799, 0.480025, 0.679347
-0.609675, -0.00587646, -0.329866
0.356967, -0.621387, 0.551928
0.356967, -0.621387, 0.551928
-0.00265278, 0.422139, -0.0113466
0.566329, -0.619905, -0.873542
0.566329, -0.619905, -0.873542
0.566329, -0.619905, -0.873542
0.566329, -0.619905, -0.873542
0.566329, -0.619905, -0.873542
0.566329, -0.619905, -0.873542
0.566329, -0.619905, -0.873542
0.968121, -0.342692, -0.638839
0.968121, -0.342692, -0.638839
0.968121, -0.342692, -0.638839
0.700964, 0.239069, 0.300948
0.700964, 0.239069, 0.300948
0.700964, 0.239069, 0.300948
0.593916, -0.00011221, 0.299808
0.758008, -0.255565, -0.418103
0.758008, -0.255565, -0.418103
0.758008, -0.255565, -0.418103
0.788827, 0.416284, -0.763523
0.788827, 0.416284, -0.763523
1.41104, -0.650064, -0.958871
0.635038, 0.304845, -0.403134
-0.183428, -0.434035, -0.0481936
-0.183428, -0.434035, -0.0481936
-0.183428, -0.434035, -0.0481936
-0.183428, -0.434035, -0.0481936
-0.183428, -0.434035, -0.0481936
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.386492, -0.330298, 0.10575
0.747113, -0.423585, 0.284101
0.747113, -0.423585, 0.284101
1.46103, -0.558929, -0.723448
0.580772, 0.488918, -1.06861
0.580772, 0.488918, -1.06861
0.448137, 1.37319, -1.05286
0.439295, 2.15115, -1.50233
1.38566, 1.57591, -1.80262
0.297228, 1.23457, -0.937879
-0.132505, 1.19989, -0.0642583
0.443297, 0.494656, -0.468767
-0.0682765, 0.490915, -0.598247
-0.199121, 0.80853, -0.93907
-1.17163, -0.00730068, -0.361818
-0.796254, 0.790504, -0.92389
-0.258774, 0.715404, -0.741512
-0.0303562, 0.975461, -0.111368
0.679756, 0.0350152, -0.603146
0.679756, 0.0350152, -0.603146
0.811261, 0.419981, -0.0403913
0.624249, -0.541625, 0.0144564
0.624249, -0.541625, 0.0144564
0.487515, -1.42311, -0.469947
-0.148517, -1.1188, -0.771376
-0.148517, -1.1188, -0.771376
-0.148206, -1.0299, 0.224275
-0.148206, -1.0299, 0.224275
0.911682, 0.0257596, -0.729747
-0.112231, -0.0124065, -1.7643
0.287738, -1.05506, -1.09874
-0.151751, -0.630297, -1.76366
0.0947309, -0.0569727, -0.837562
0.763838, 0.472804, 0.0363825
0.763838, 0.472804, 0.0363825
0.763838, 0.472804, 0.0363825
0.763838, 0.472804, 0.0363825
0.763838, 0.472804, 0.0363825
0.763838, 0.472804, 0.0363825
0.763838, 0.472804, 0.0363825
0.741925, -0.234132, 1.01077
0.791068, -1.04857, 0.333442
0.291296, -0.608774, 0.139498
0.228405, -0.538622, 0.471443
-0.785031, -0.374685, -0.357708
-0.785031, -0.374685, -0.357708
-0.727437, 0.132321, -0.751529
-0.977878, -0.00830328, 0.180554
-0.00722469, -0.169319, -0.150075
-0.00722469, -0.169319, -0.150075
-0.00722469, -0.169319, -0.150075
-0.00722469, -0.169319, -0.150075
-0.00722469, -0.169319, -0.150075
-0.00722469, -0.169319, -0.150075
-0.00722469, -0.169319, -0.150075
-0.00722469, -0.169319, -0.150075
-0.739865, 0.722134, 0.524914
-0.739865, 0.722134, 0.524914
-1.18015, 0.442418, 0.668615
-1.18015, 0.442418, 0.668615
-1.18015, 0.442418, 0.668615
-1.40197, 0.311118, 1.02147
-1.40197, 0.311118, 1.02147
-1.40197, 0.311118, 1.02147
-1.40197, 0.311118, 1.02147
-1.33734, -0.158827, 0.778205
-1.33734, -0.158827, 0.778205
-0.562407, 0.14354, -0.303102
-0.353947, -0.5411, 0.0407581
0.225493, -0.410323, -0.579544
0.225493, -0.410323, -0.579544
-0.720771, 0.480376, 0.182259
-0.720771, 0.480376, 0.182259
0.0733813, 0.642379, 0.371925
0.0733813, 0.642379, 0.371925
0.0733813, 0.642379, 0.371925
0.0878382, 1.09039, -0.32061
0.0135137, 0.872465, -0.104497
-0.779782, -0.070824, 0.867488
0.149165, -0.450537, 1.50733
1.08577, 0.390222, 1.58923
0.325278, -0.632732, 0.733899
0.325278, -0.632732, 0.733899
0.325278, -0.632732, 0.733899
-0.26693, 0.0742869, 0.330202
-1.19636, 0.479133, 0.258735
-0.253226, 0.668934, 1.1884
-0.731498, 0.695665, 0.304872
-0.731498, 0.695665, 0.304872
-0.731498, 0.695665, 0.304872
-0.731498, 0.695665, 0.304872
-1.61145, 0.685973, 1.27493
-1.61145, 0.685973, 1.27493
-2.18531, 0.500392, 0.907983
-1.22948, 1.11231, 1.33843
-2.02401, 0.553999, 0.999733
-2.02401, 0.553999, 0.999733
-1.1248, 0.0465328, 1.6815
-0.329509, 0.199722, 1.8946
-0.329509, 0.199722, 1.8946
-0.329509, 0.199722, 1.8946
-0.0918885, -0.360935, 2.14969
-0.0918885, -0.360935, 2.14969
-0.0918885, -0.360935, 2.14969
0.638907, 0.607874, 1.78429
0.638907, 0.607874, 1.78429
0.638907, 0.607874, 1.78429
0.638907, 0.607874, 1.78429
0.638907, 0.607874, 1.78429
-0.329203, -0.468889, 1.89394
-0.0219096, -0.082648, 0.869631
0.225213, -0.396763, 0.938281
0.225213, -0.396763, 0.938281
-0.649026, -0.138816, 0.95849
-1.19943, 0.212062, 0.23761
-0.75376, 0.33135, 0.131277
-1.65427, -0.278271, 0.053599
-1.65427, -0.278271, 0.053599
-1.65427, -0.278271, 0.053599
-0.725013, -0.757591, -0.8314
-0.0161211, -1.07041, 0.0919096
-0.0161211, -1.07041, 0.0919096
-1.05744, -0.770735, 0.568794
-0.802352, -0.918982, -0.47219
0.113985, -1.05505, 0.387465
0.836509, -0.742951, 0.294998
0.836509, -0.742951, 0.294998
0.404194, -1.22033, 0.0165558
-0.315486, -0.20489, -0.450983
0.428979, 0.070919, 0.284024
0.251541, -0.237348, 0.841143
0.251541, -0.237348, 0.841143
0.251541, -0.237348, 0.841143
0.251541, -0.237348, 0.841143
0.251541, -0.237348, 0.841143
0.251541, -0.237348, 0.841143
0.273523, -0.370619, -0.108935
0.461616, 0.651925, 0.493718
0.466549, 0.361337, 0.401226
0.466549, 0.361337, 0.401226
0.466549, 0.361337, 0.401226
0.466549, 0.361337, 0.401226
-0.248563, -0.368866, 0.849786
-0.280358, -0.907011, 0.140892
-0.280358, -0.907011, 0.140892
-0.280358, -0.907011, 0.140892
0.388499, -0.979218, -0.253111
0.388499, -0.979218, -0.253111
0.350492, -0.00665539, 0.189565
0.350492, -0.00665539, 0.189565
0.350492, -0.00665539, 0.189565
0.808719, -0.626629, -0.382975
0.996829, -0.637701, 0.258304
0.996829, -0.637701, 0.258304
0.847864, -0.121852, 1.14593
0.796658, -0.645216, 0.986807
0.711033, 0.0701282, 1.33463
0.681997, 0.188439, 1.61681
0.681997, 0.188439, 1.61681
0.0234747, 0.721237, 1.17543
1.03129, 1.20272, 1.07121
1.03129, 1.20272, 1.07121
1.10268, 0.212571, 1.24161
1.10268, 0.212571, 1.24161
0.354073, 1.0116, 1.32396
1.31125, 0.571278, 1.63253
1.31125, 0.571278, 1.63253
0.640636, 0.886673, 2.12035
0.894309, 1.59135, 1.38652
0.541755, 0.907555, 0.501241
-0.0712543, -0.0101118, -0.257162
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.411032, 0.165513, -0.412324
0.548637, -0.517329, -0.243201
-0.401777, 0.154535, 0.145353
-0.200307, 0.0851993, -0.564658
-0.200307, 0.0851993, -0.564658
-0.200307, 0.0851993, -0.564658
0.176966, 0.879122, -0.770526
0.176966, 0.879122, -0.770526
0.176966, 0.879122, -0.770526
-0.187711, 1.33194, 0.13319
-0.0432027, 1.19852, 0.538368
0.982918, 1.43275, -0.00372749
1.89847, 1.02484, -0.79085
2.50225, 1.20491, -0.424
1.46126, 1.03771, -0.205841
1.46126, 1.03771, -0.205841
0.807711, 0.214743, 0.202648
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.156376, -0.120065, -0.222886
0.00975377, 0.366345, 0.627624
-0.511154, 1.17208, 0.404789
-1.04133, 0.339984, 0.207408
-0.240642, -0.0625543, 1.21655
-0.881662, 0.954898, 0.319771
-0.430823, 0.633783, 0.253742
0.544032, -0.271273, 0.317414
0.544032, -0.271273, 0.317414
0.544032, -0.271273, 0.317414
0.337594, -0.0206952, 0.985217
1.07618, -0.0293675, 1.45369
1.07618, -0.0293675, 1.45369
0.105084, -0.910735, 2.50099
0.105084, -0.910735, 2.50099
-0.675272, -0.404117, 1.78545
-0.675272, -0.404117, 1.78545
-0.623336, -0.199296, 1.75695
-1.22527, 0.314003, 0.8553
-0.372724, -0.279337, -0.078309
-0.372724, -0.279337, -0.078309
-0.372724, -0.279337, -0.078309
-0.372724, -0.279337, -0.078309
-0.573471, -0.303646, -0.0766765
-0.573471, -0.303646, -0.0766765
-0.573471, -0.303646, -0.0766765
-0.573471, -0.303646, -0.0766765
0.153512, -0.887941, 0.421583
1.20457, -0.234201, 0.368164
1.20457, -0.234201, 0.368164
1.20457, -0.234201, 0.368164
0.35514, -0.527906, 0.568887
0.35514, -0.527906, 0.568887
0.387342, -0.0270023, 0.674801
0.387342, -0.0270023, 0.674801
-0.191238, -0.955135, 0.203675
-0.835153, -0.519232, 0.75447
-0.138751, -0.337808, 0.977491
-0.138751, -0.337808, 0.977491
-0.881611, 0.181667, 0.614264
-1.60694, -0.537618, 0.528939
-1.60694, -0.537618, 0.528939
-1.60694, -0.537618, 0.528939
-1.60694, -0.537618, 0.528939
-1.39438, -1.57706, 1.08647
-1.39438, -1.57706, 1.08647
-0.700267, -0.676555, 1.26044
-1.48462, -1.19284, 0.955058
-1.48462, -1.19284, 0.955058
-1.48462, -1.19284, 0.955058
-1.48462, -1.19284, 0.955058
-1.48462, -1.19284, 0.955058
-1.48462, -1.19284, 0.955058
-1.56188, -1.69754, 0.552933
-0.754918, -1.34336, 0.796607
-0.289377, -0.441103, 1.51057
0.480653, -0.47968, 0.836994
0.480653, -0.47968, 0.836994
1.21741, -0.160602, -0.157422
0.534385, 0.467481, -1.07096
0.534385, 0.467481, -1.07096
0.534385, 0.467481, -1.07096
0.915623, -0.391691, -0.857711
0.915623, -0.391691, -0.857711
1.0523, -1.09672, 0.0941436
0.878986, -1.43345, 0.980997
0.785955, -2.04507, 1.36283
-0.056783, -1.34321, 2.24228
-0.056783, -1.34321, 2.24228
0.800963, -2.40468, 1.15987
1.09345, -1.3601, 0.396744
1.09345, -1.3601, 0.396744
0.312752, -0.709373, 1.23355
0.312752, -0.709373, 1.23355
0.312752, -0.709373, 1.23355
0.179656, -1.06798, 0.792151
-0.566738, -0.116298, 0.175552
-0.74202, 0.402467, -0.185027
-0.74202, 0.402467, -0.185027
-0.0476773, 1.22335, 0.590336
-0.0476773, 1.22335, 0.590336
-0.656474, 0.615999, 0.167522
-0.656474, 0.615999, 0.167522
-0.656474, 0.615999, 0.167522
0.248918, 0.456533, 0.858409
-0.429923, 1.39588, 0.139253
-0.199933, 1.40193, 0.0095088
-0.763069, 0.833915, 0.830766
-0.763069, 0.833915, 0.830766
-0.676856, -0.149133, 1.23729
-0.661668, -1.1422, 0.476529
-0.661668, -1.1422, 0.476529
-0.661668, -1.1422, 0.476529
0.0253784, -1.0069, 0.46165
-0.409768, -1.53289, 0.996378
0.415666, -1.96293, 0.886344
1.42861, -2.04289, 1.68557
2.49965, -1.17002, 1.45252
2.49965, -1.17002, 1.45252
2.45377, -1.06983, 0.741449
2.45377, -1.06983, 0.741449
2.45377, -1.06983, 0.741449
2.45377, -1.06983, 0.741449
2.45377, -1.06983, 0.741449
2.47611, -0.741558, 1.35253
2.47611, -0.741558, 1.35253
2.47611, -0.741558, 1.35253
2.96458, -0.40365, 0.672568
2.96458, -0.40365, 0.672568
2.96458, -0.40365, 0.672568
2.30908, -1.31015, 0.783646
2.30908, -1.31015, 0.783646
1.49793, -0.874166, 0.224192
0.957572, -0.855453, 0.922554
0.957572, -0.855453, 0.922554
0.957572, -0.855453, 0.922554
0.957572, -0.855453, 0.922554
0.451017, -0.805373, 0.721188
0.451017, -0.805373, 0.721188
1.31173, -0.923958, 0.821021
1.31173, -0.923958, 0.821021
1.04358, -0.422092, 0.408869
0.808468, -0.50042, -0.355599
0.808468, -0.50042, -0.355599
0.832812, -0.781747, -0.844857
0.832812, -0.781747, -0.844857
0.33192, -0.655634, -0.807523
0.409623, -0.883994, -0.345095
0.251661, -0.231641, -0.282931
0.251661, -0.231641, -0.282931
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.296957, -0.0493265, 0.169404
-0.14517, 0.0773429, -0.472688
-0.14517, 0.0773429, -0.472688
-0.14517, 0.0773429, -0.472688
-0.14517, 0.0773429, -0.472688
-0.14517, 0.0773429, -0.472688
-0.856278, 0.770301, -0.79957
-0.856278, 0.770301, -0.79957
-0.856278, 0.770301, -0.79957
-1.26048, 0.679323, -0.604518
-1.69713, 0.199409, -1.35193
-0.970857, 1.28138, -0.321131
-1.94339, 0.401944, 0.68668
-0.910984, -0.660856, 1.4919
-0.910984, -0.660856, 1.4919
-1.09474, -0.896275, 0.580308
-1.5238, -0.328609, 1.33548
-1.5238, -0.328609, 1.33548
-2.04407, -0.768935, 0.693869
-2.04407, -0.768935, 0.693869
-3.05333, -1.02366, 1.32931
-2.64101, -0.586601, 0.646161
-2.61853, -0.15138, 0.218568
-1.63303, -0.680931, -0.684918
-1.45209, 0.158643, -0.0874275
-0.641184, 0.317243, 0.821344
-0.641184, 0.317243, 0.821344
-0.458845, -0.310685, 1.06002
0.306215, -0.744355, 0.57408
-0.770087, -1.09965, -0.170054
0.123679, -0.35839, 0.366799
0.123679, -0.35839, 0.366799
0.123679, -0.35839, 0.366799
0.123679, -0.35839, 0.366799
-0.338431, 0.0243434, 1.2696
-0.338431, 0.0243434, 1.2696
0.350296, 0.217602, 1.00608
-0.223724, -0.0838902, 0.970815
-0.223724, -0.0838902, 0.970815
0.531395, -0.393047, 1.98686
1.46701, 0.267559, 1.85254
2.14678, -0.514455, 2.87258
2.14678, -0.514455, 2.87258
2.62139, -1.3646, 2.92989
2.44811, -0.995419, 1.91023
1.8939, -1.95612, 2.71381
0.83328, -1.23306, 2.44773
0.321071, -0.148018, 3.403
0.321071, -0.148018, 3.403
1.34309, -0.722222, 2.51786
1.34309, -0.722222, 2.51786
1.49215, -0.81164, 1.63483
0.640824, -1.0381, 1.16147
0.154714, -0.429137, 0.821407
-0.17249, -0.349746, 0.025026
-0.17249, -0.349746, 0.025026
-0.17249, -0.349746, 0.025026
-0.17249, -0.349746, 0.025026
-0.458774, 0.247897, -0.704181
-0.458774, 0.247897, -0.704181
-1.34502, -0.449428, -1.75091
-1.49819, -0.618068, -1.12137
-0.436607, -1.16036, -1.16327
-0.436607, -1.16036, -1.16327
-0.451055, -0.743499, -1.82229
-0.451055, -0.743499, -1.82229
0.582949, -1.79782, -0.75628
0.19, -1.37693, -1.32539
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
-0.503464, -1.37063, -1.79747
0.363903, -2.21027, -1.3967
0.363903, -2.21027, -1.3967
0.363903, -2.21027, -1.3967
-0.713521, -1.29007, -2.29201
-0.448209, -1.27872, -1.85871
-0.424691, -0.866128, -1.63326
-0.424691, -0.866128, -1.63326
-0.188223, -1.03563, -1.68465
0.0647279, -0.401358, -2.45402
0.0647279, -0.401358, -2.45402
0.624172, -0.750353, -3.2334
-0.172323, -1.61053, -2.77253
0.172313, -0.561361, -3.09227
0.172313, -0.561361, -3.09227
-0.286852, -1.54743, -2.1669
-0.62931, -0.480618, -1.37188
-0.343024, -0.262763, -1.21522
0.122921, 0.572258, -1.14807
0.122921, 0.572258, -1.14807
0.122921, 0.572258, -1.14807
0.122921, 0.572258, -1.14807
-0.921756, 0.381737, -0.984324
-1.31686, -0.487426, -0.904117
-1.31686, -0.487426, -0.904117
-0.850204, -1.54989, -0.745731
-0.850204, -1.54989, -0.745731
-0.850204, -1.54989, -0.745731
-0.850204, -1.54989, -0.745731
-0.850204, -1.54989, -0.745731
-0.850204, -1.54989, -0.745731
-1.36227, -0.755318, -1.51699
-0.452556, -0.848296, -1.54067
-0.219157, -1.7056, -2.07038
-1.06893, -1.35019, -2.37717
-0.693292, -1.99497, -2.81242
-0.298263, -2.64431, -2.16549
-0.298263, -2.64431, -2.16549
-0.298263, -2.64431, -2.16549
-0.669048, -2.80607, -3.04821
-1.3099, -1.80149, -2.21902
-1.23204, -2.745, -1.71268
-0.599733, -3.58551, -2.16532
-0.599733, -3.58551, -2.16532
0.219975, -3.03085, -3.10061
0.219975, -3.03085, -3.10061
0.219975, -3.03085, -3.10061
0.219975, -3.03085, -3.10061
0.219975, -3.03085, -3.10061
1.29294, -2.34739, -3.20729
1.14276, -2.15912, -3.7688
1.41444, -2.03038, -3.00605
1.41444, -2.03038, -3.00605
1.41444, -2.03038, -3.00605
1.20212, -0.973968, -2.75843
1.20212, -0.973968, -2.75843
1.20212, -0.973968, -2.75843
1.20212, -0.973968, -2.75843
1.20212, -0.973968, -2.75843
1.20212, -0.973968, -2.75843
1.20212, -0.973968, -2.75843
2.26755, -0.803955, -2.53851
2.26755, -0.803955, -2.53851
2.26755, -0.803955, -2.53851
2.30249, -1.3015, -2.32555
2.11768, -0.768218, -3.32842
