           Iteration         Path Length         Temperature
                   0             1125.06                  90
                 100             1181.03               89.85
                 200             905.981                89.7
                 300             1136.73               89.55
                 400             1056.25                89.4
                 500              914.94               89.25
                 600             1019.63                89.1
                 700             1054.79               88.95
                 800             1164.14                88.8
                 900             1105.57               88.65
                1000              1144.9                88.5
                1100             937.702               88.35
                1200              1101.8                88.2
                1300             904.421               88.05
                1400             1006.38                87.9
                1500             1025.53               87.75
                1600             1067.24                87.6
                1700             1180.03               87.45
                1800             998.511                87.3
                1900             987.975               87.15
                2000             1170.91                  87
                2100             1045.88               86.85
                2200             806.343                86.7
                2300             964.898               86.55
                2400             1083.99                86.4
                2500             903.228               86.25
                2600             1023.52                86.1
                2700             1156.91               85.95
                2800             945.699                85.8
                2900             1030.52               85.65
                3000             1011.42                85.5
                3100              1073.2               85.35
                3200             1022.27                85.2
                3300             1032.44               85.05
                3400             1147.98                84.9
                3500             986.982               84.75
                3600             992.816                84.6
                3700             957.484               84.45
                3800              1181.2                84.3
                3900             811.729               84.15
                4000             1112.29                  84
                4100              972.14               83.85
                4200             1048.41                83.7
                4300              1014.3               83.55
                4400              1042.5                83.4
                4500              1106.3               83.25
                4600             1045.45                83.1
                4700             797.337               82.95
                4800             1019.58                82.8
                4900             1097.36               82.65
                5000              972.78                82.5
                5100             999.932               82.35
                5200             1013.22                82.2
                5300             1044.32               82.05
                5400             1058.44                81.9
                5500             902.563               81.75
                5600             1057.56                81.6
                5700             1057.83               81.45
                5800             1070.89                81.3
                5900             1287.57               81.15
                6000             1081.99                  81
                6100             1104.56               80.85
                6200             1127.18                80.7
                6300              1089.3               80.55
                6400             1144.04                80.4
                6500             877.483               80.25
                6600             1096.18                80.1
                6700             1014.37               79.95
                6800             917.349                79.8
                6900             1154.97               79.65
                7000             980.582                79.5
                7100             944.871               79.35
                7200             1013.82                79.2
                7300             914.294               79.05
                7400             971.802                78.9
                7500             1130.57               78.75
                7600             944.353                78.6
                7700             972.507               78.45
                7800             943.512                78.3
                7900             1079.13               78.15
                8000             1066.33                  78
                8100             974.137               77.85
                8200             996.849                77.7
                8300              1235.5               77.55
                8400             893.187                77.4
                8500             983.195               77.25
                8600             1121.23                77.1
                8700             937.422               76.95
                8800             1294.21                76.8
                8900              1080.1               76.65
                9000             1101.48                76.5
                9100             853.643               76.35
                9200             1044.56                76.2
                9300             1175.19               76.05
                9400             1105.85                75.9
                9500             1012.34               75.75
                9600              996.85                75.6
                9700             1044.13               75.45
                9800             998.631                75.3
                9900             952.793               75.15
               10000             1025.29                  75
               10100             1200.49               74.85
               10200             1102.02                74.7
               10300             1029.71               74.55
               10400             1097.52                74.4
               10500             1053.07               74.25
               10600              1104.7                74.1
               10700             1041.33               73.95
               10800             1024.54                73.8
               10900             1182.29               73.65
               11000             893.276                73.5
               11100             1082.52               73.35
               11200             1045.07                73.2
               11300              913.06               73.05
               11400             1025.71                72.9
               11500             1033.94               72.75
               11600             946.997                72.6
               11700             995.267               72.45
               11800             1000.04                72.3
               11900             998.099               72.15
               12000             935.715                  72
               12100             818.955               71.85
               12200             996.212                71.7
               12300             1140.35               71.55
               12400             965.726                71.4
               12500             880.142               71.25
               12600             926.698                71.1
               12700             943.477               70.95
               12800             1002.03                70.8
               12900             823.569               70.65
               13000             963.573                70.5
               13100             1061.17               70.35
               13200             905.107                70.2
               13300             1015.17               70.05
               13400             1013.57                69.9
               13500             1177.77               69.75
               13600             1067.45                69.6
               13700             1037.48               69.45
