           Iteration         Path Length         Temperature
                   0             573.748                  90
                 100             444.022               89.85
                 200             402.344                89.7
                 300             505.847               89.55
                 400             621.684                89.4
                 500             518.877               89.25
                 600             600.512                89.1
                 700              547.09               88.95
                 800              559.78                88.8
                 900             518.581               88.65
                1000             474.202                88.5
                1100             504.254               88.35
                1200              567.19                88.2
                1300             559.772               88.05
                1400             584.607                87.9
                1500             513.539               87.75
                1600             584.273                87.6
                1700             551.026               87.45
                1800             452.407                87.3
                1900              450.96               87.15
                2000             531.029                  87
                2100             527.492               86.85
                2200             447.157                86.7
                2300             484.718               86.55
                2400             512.221                86.4
                2500             490.503               86.25
                2600             510.458                86.1
                2700             545.781               85.95
                2800             514.869                85.8
                2900               491.6               85.65
                3000             454.132                85.5
                3100             521.372               85.35
                3200             473.639                85.2
                3300             437.393               85.05
                3400              406.27                84.9
                3500             521.393               84.75
                3600             523.308                84.6
                3700             567.314               84.45
                3800             486.756                84.3
                3900             533.873               84.15
                4000             472.543                  84
                4100             475.416               83.85
                4200             496.596                83.7
                4300             545.994               83.55
                4400             521.564                83.4
                4500              569.51               83.25
                4600              609.97                83.1
                4700             524.836               82.95
                4800             579.185                82.8
                4900             650.081               82.65
                5000             478.931                82.5
                5100             489.448               82.35
                5200             486.824                82.2
                5300             447.502               82.05
                5400             525.786                81.9
                5500             456.686               81.75
                5600             540.422                81.6
                5700             560.358               81.45
                5800              568.37                81.3
                5900             557.404               81.15
                6000             481.801                  81
                6100             464.331               80.85
                6200             559.994                80.7
                6300             479.485               80.55
                6400              490.69                80.4
                6500             517.225               80.25
                6600             501.175                80.1
                6700             471.052               79.95
                6800             489.451                79.8
                6900             535.683               79.65
                7000             568.362                79.5
                7100             513.396               79.35
                7200             512.695                79.2
                7300             454.984               79.05
                7400              492.85                78.9
                7500             490.165               78.75
                7600             465.349                78.6
                7700             497.677               78.45
                7800             482.881                78.3
                7900              437.05               78.15
                8000             535.698                  78
                8100             527.211               77.85
                8200              495.14                77.7
                8300             511.853               77.55
                8400             551.103                77.4
                8500             539.257               77.25
                8600             546.445                77.1
                8700             521.627               76.95
                8800             506.801                76.8
                8900             522.698               76.65
                9000             494.094                76.5
                9100             554.818               76.35
                9200              511.87                76.2
                9300              498.38               76.05
                9400             538.044                75.9
                9500              545.79               75.75
                9600               501.8                75.6
