           Iteration         Path Length         Temperature
                   0             583.113                  90
                 100              549.62               89.85
                 200             545.283                89.7
                 300             542.129               89.55
                 400             549.178                89.4
                 500             541.436               89.25
                 600             540.854                89.1
                 700             527.741               88.95
                 800             530.278                88.8
                 900             492.154               88.65
                1000             555.596                88.5
                1100             511.128               88.35
                1200             498.586                88.2
                1300             592.279               88.05
                1400             462.829                87.9
                1500             520.485               87.75
                1600             513.578                87.6
                1700             428.999               87.45
                1800             491.867                87.3
                1900             592.174               87.15
                2000             561.761                  87
                2100             485.667               86.85
                2200             512.223                86.7
                2300             505.001               86.55
                2400             469.716                86.4
                2500              536.08               86.25
                2600             578.639                86.1
                2700             578.164               85.95
                2800             572.064                85.8
                2900             482.519               85.65
                3000              504.68                85.5
                3100             609.315               85.35
                3200             521.624                85.2
                3300             553.929               85.05
                3400             541.001                84.9
                3500             443.359               84.75
                3600             594.844                84.6
                3700             558.432               84.45
                3800             549.173                84.3
                3900             567.587               84.15
                4000             577.255                  84
                4100              557.52               83.85
                4200             568.232                83.7
                4300             538.092               83.55
                4400             488.775                83.4
                4500             531.018               83.25
                4600              513.02                83.1
                4700             478.132               82.95
                4800             504.629                82.8
                4900             606.334               82.65
                5000              561.02                82.5
                5100             519.466               82.35
                5200             501.668                82.2
                5300             489.252               82.05
                5400             562.124                81.9
                5500             513.113               81.75
                5600             606.374                81.6
                5700             579.315               81.45
                5800             438.495                81.3
                5900             530.797               81.15
                6000             496.687                  81
                6100             493.878               80.85
                6200              563.03                80.7
                6300             424.527               80.55
                6400             565.381                80.4
                6500             517.261               80.25
                6600             527.833                80.1
                6700             483.621               79.95
                6800              479.74                79.8
                6900             596.313               79.65
                7000             504.171                79.5
                7100              531.35               79.35
                7200             556.213                79.2
                7300             482.166               79.05
                7400             571.256                78.9
                7500              506.73               78.75
                7600             438.982                78.6
                7700             515.033               78.45
                7800             569.602                78.3
                7900             422.343               78.15
                8000             545.615                  78
                8100             496.239               77.85
                8200             531.305                77.7
                8300             491.947               77.55
                8400             480.183                77.4
                8500             508.518               77.25
                8600             489.334                77.1
                8700              519.26               76.95
                8800             502.911                76.8
                8900             525.936               76.65
                9000             500.504                76.5
                9100             464.577               76.35
                9200             515.178                76.2
                9300             508.267               76.05
                9400              555.33                75.9
                9500             479.399               75.75
                9600             588.228                75.6
                9700             505.883               75.45
                9800             494.628                75.3
                9900             520.061               75.15
               10000              506.97                  75
               10100             483.947               74.85
               10200             469.651                74.7
               10300             513.766               74.55
               10400             555.346                74.4
               10500             543.949               74.25
               10600             568.523                74.1
               10700             620.569               73.95
               10800             534.929                73.8
               10900             497.091               73.65
               11000             434.088                73.5
               11100             531.272               73.35
               11200             501.672                73.2
               11300             483.654               73.05
               11400             521.657                72.9
               11500             475.888               72.75
               11600             569.961                72.6
               11700             530.561               72.45
               11800             543.204                72.3
               11900             511.378               72.15
               12000             472.729                  72
               12100             521.812               71.85
               12200             538.267                71.7
               12300             531.315               71.55
               12400              514.16                71.4
               12500             510.747               71.25
               12600             456.648                71.1
               12700             480.489               70.95
               12800             574.642                70.8
               12900             515.159               70.65
               13000             450.538                70.5
               13100             470.845               70.35
               13200             514.621                70.2
               13300              534.86               70.05
               13400             453.773                69.9
               13500             458.879               69.75
               13600              517.36                69.6
               13700             529.657               69.45
               13800             507.403                69.3
               13900             457.158               69.15
               14000             558.831                  69
               14100             564.506               68.85
               14200             476.171                68.7
               14300              555.54               68.55
               14400             445.754                68.4
               14500             587.368               68.25
               14600             475.953                68.1
               14700             468.167               67.95
               14800             548.919                67.8
               14900             508.472               67.65
               15000             581.916                67.5
               15100             456.553               67.35
               15200             567.234                67.2
               15300             513.908               67.05
               15400             484.816                66.9
               15500             448.379               66.75
               15600              534.33                66.6
               15700             527.031               66.45
               15800             512.571                66.3
               15900             417.308               66.15
               16000             453.063                  66
               16100             451.033               65.85
               16200             558.551                65.7
               16300             493.775               65.55
               16400             536.217                65.4
               16500             510.542               65.25
               16600             489.642                65.1
               16700             459.428               64.95
               16800             509.272                64.8
               16900             580.354               64.65
               17000             538.838                64.5
               17100             548.551               64.35
               17200               554.5                64.2
               17300               505.1               64.05
               17400             483.463                63.9
               17500             566.222               63.75
               17600              457.88                63.6
               17700             486.335               63.45
               17800             529.811                63.3
               17900             528.797               63.15
               18000             535.874                  63
               18100             543.176               62.85
               18200             457.482                62.7
               18300              466.74               62.55
               18400             532.268                62.4
               18500             452.453               62.25
               18600             484.995                62.1
               18700             544.389               61.95
               18800             508.401                61.8
               18900              551.49               61.65
               19000             466.313                61.5
               19100             483.538               61.35
               19200             478.691                61.2
               19300             524.963               61.05
               19400             551.352                60.9
               19500             562.573               60.75
               19600             539.897                60.6
               19700             539.888               60.45
               19800             463.242                60.3
               19900             539.559               60.15
               20000             533.371                  60
               20100             433.558               59.85
               20200             481.788                59.7
               20300             537.357               59.55
               20400             544.252                59.4
               20500             469.431               59.25
               20600             467.894                59.1
               20700             475.982               58.95
               20800             538.721                58.8
               20900             502.883               58.65
               21000             541.044                58.5
               21100              465.44               58.35
               21200             527.763                58.2
               21300             585.862               58.05
               21400             541.241                57.9
               21500             553.308               57.75
               21600             425.936                57.6
               21700             469.627               57.45
               21800             484.133                57.3
               21900             542.235               57.15
               22000             518.856                  57
               22100             527.937               56.85
               22200             513.987                56.7
               22300             413.563               56.55
               22400             488.182                56.4
               22500             549.809               56.25
               22600             461.215                56.1
               22700              482.01               55.95
               22800             528.923                55.8
               22900             503.556               55.65
               23000             540.118                55.5
               23100             527.855               55.35
               23200             520.597                55.2
               23300             480.295               55.05
               23400             558.259                54.9
               23500             482.973               54.75
               23600             538.674                54.6
               23700             548.917               54.45
               23800              540.72                54.3
               23900             514.204               54.15
               24000             557.717                  54
               24100             476.586               53.85
               24200             422.214                53.7
               24300              477.72               53.55
               24400             501.121                53.4
               24500             588.227               53.25
               24600             506.528                53.1
               24700             542.275               52.95
               24800             565.768                52.8
               24900             428.012               52.65
               25000             531.258                52.5
               25100             481.606               52.35
               25200             530.733                52.2
               25300              601.65               52.05
               25400             462.016                51.9
               25500             475.277               51.75
               25600             432.624                51.6
               25700             516.934               51.45
               25800             514.058                51.3
               25900             498.005               51.15
               26000               543.5                  51
               26100             555.695               50.85
               26200             490.185                50.7
               26300             519.825               50.55
               26400             513.723                50.4
               26500             555.386               50.25
               26600             455.726                50.1
               26700             555.833               49.95
               26800             504.428                49.8
               26900             500.491               49.65
               27000             544.039                49.5
               27100              505.37               49.35
               27200             539.715                49.2
               27300             523.079               49.05
               27400             496.219                48.9
               27500             530.863               48.75
               27600             448.283                48.6
               27700             472.311               48.45
               27800             483.113                48.3
               27900             507.014               48.15
               28000             449.582                  48
               28100             551.889               47.85
               28200             522.621                47.7
               28300             455.938               47.55
               28400             433.338                47.4
               28500             623.332               47.25
               28600             455.753                47.1
               28700             488.682               46.95
               28800             420.841                46.8
               28900              491.97               46.65
               29000             495.639                46.5
               29100             478.744               46.35
               29200             454.152                46.2
               29300             472.423               46.05
               29400             456.515                45.9
               29500             503.409               45.75
               29600             526.758                45.6
               29700              452.26               45.45
               29800             415.558                45.3
               29900             486.365               45.15
               30000             467.754                  45
               30100             545.119               44.85
               30200             536.291                44.7
               30300             519.638               44.55
               30400             506.494                44.4
               30500              563.41               44.25
               30600             466.603                44.1
               30700             527.831               43.95
               30800             473.785                43.8
               30900               431.9               43.65
               31000             529.465                43.5
               31100             470.923               43.35
