           Iteration         Path Length         Temperature
                   0             1186.78                  90
                 100              1160.6               89.85
                 200              1125.1                89.7
                 300             838.506               89.55
                 400             1023.63                89.4
                 500             956.039               89.25
                 600             1013.97                89.1
                 700             1261.12               88.95
                 800             1156.25                88.8
                 900             892.204               88.65
                1000             1004.47                88.5
                1100             1150.28               88.35
                1200             1186.75                88.2
                1300             1155.99               88.05
                1400             951.218                87.9
                1500             1009.13               87.75
                1600             857.369                87.6
                1700             1231.92               87.45
                1800             992.778                87.3
                1900             1066.96               87.15
                2000             872.222                  87
                2100             1103.68               86.85
                2200             1097.88                86.7
                2300             1213.39               86.55
                2400             902.642                86.4
                2500             984.154               86.25
                2600             1197.91                86.1
                2700              1129.6               85.95
                2800             827.501                85.8
                2900             1084.43               85.65
                3000             1147.37                85.5
                3100             963.896               85.35
                3200             1102.51                85.2
                3300              974.72               85.05
                3400              990.12                84.9
                3500             1092.73               84.75
                3600             1109.11                84.6
                3700             998.095               84.45
                3800             1070.27                84.3
                3900             1065.22               84.15
                4000             929.018                  84
                4100             1111.25               83.85
                4200             986.562                83.7
                4300             986.441               83.55
                4400              868.08                83.4
                4500             1068.87               83.25
                4600             1122.28                83.1
                4700             944.008               82.95
                4800             873.275                82.8
                4900             1087.76               82.65
                5000             872.346                82.5
                5100             875.971               82.35
                5200             983.507                82.2
                5300             992.128               82.05
                5400              1117.8                81.9
                5500             1089.31               81.75
                5600             1051.03                81.6
                5700             940.971               81.45
                5800             1008.87                81.3
                5900             1114.51               81.15
                6000             946.041                  81
                6100             830.321               80.85
                6200                1088                80.7
                6300             1163.93               80.55
                6400             1099.28                80.4
                6500             986.169               80.25
                6600             1074.84                80.1
                6700             795.913               79.95
                6800             1198.56                79.8
                6900             1163.32               79.65
                7000             1011.79                79.5
                7100             1002.29               79.35
                7200             1133.49                79.2
                7300              903.82               79.05
                7400             1100.92                78.9
                7500             961.231               78.75
                7600             1051.31                78.6
                7700             1108.59               78.45
                7800             1107.66                78.3
                7900             1039.19               78.15
                8000             1194.97                  78
                8100             971.873               77.85
                8200             884.663                77.7
                8300             1064.28               77.55
                8400             1047.74                77.4
                8500             1123.29               77.25
                8600             820.985                77.1
                8700             1268.54               76.95
                8800             958.329                76.8
                8900             1063.32               76.65
                9000             1095.87                76.5
                9100             934.615               76.35
                9200             1069.99                76.2
                9300             866.985               76.05
                9400             1211.03                75.9
                9500             927.438               75.75
                9600             781.975                75.6
                9700             982.418               75.45
                9800             1019.93                75.3
                9900             963.905               75.15
               10000             941.399                  75
               10100             949.457               74.85
               10200             1150.22                74.7
               10300             1092.22               74.55
               10400             1003.12                74.4
               10500             1079.36               74.25
               10600             1215.68                74.1
               10700              1130.4               73.95
               10800             1159.54                73.8
               10900             949.405               73.65
               11000             1127.38                73.5
               11100             1083.31               73.35
               11200             989.534                73.2
               11300             989.495               73.05
               11400             968.104                72.9
               11500             863.522               72.75
               11600             1006.06                72.6
               11700             1103.34               72.45
               11800             1023.13                72.3
               11900             1120.11               72.15
               12000             1131.51                  72
               12100             1122.61               71.85
               12200             1228.34                71.7
               12300             1149.76               71.55
               12400             944.624                71.4
               12500             935.669               71.25
               12600             942.701                71.1
               12700             1122.61               70.95
               12800             1034.54                70.8
               12900             938.061               70.65
               13000             962.747                70.5
               13100             1122.06               70.35
               13200             793.755                70.2
               13300             936.273               70.05
               13400             1047.73                69.9
               13500             990.862               69.75
               13600             1092.01                69.6
               13700             1062.23               69.45
               13800             1074.63                69.3
               13900             990.455               69.15
               14000             1228.69                  69
               14100             915.873               68.85
               14200              835.12                68.7
               14300             884.881               68.55
               14400             996.402                68.4
               14500              1120.7               68.25
               14600             1021.94                68.1
               14700             1023.78               67.95
               14800             808.304                67.8
               14900              1032.9               67.65
               15000             1112.35                67.5
               15100             1016.85               67.35
               15200             848.438                67.2
               15300              1023.4               67.05
               15400             921.926                66.9
               15500             991.148               66.75
               15600             1085.32                66.6
               15700             1010.61               66.45
               15800             1022.55                66.3
               15900             1082.29               66.15
               16000             904.317                  66
               16100             1100.13               65.85
               16200             794.839                65.7
               16300              977.91               65.55
               16400             1008.18                65.4
               16500              907.58               65.25
               16600              853.85                65.1
               16700             1015.82               64.95
               16800                1153                64.8
               16900             904.484               64.65
               17000             924.675                64.5
               17100             997.451               64.35
               17200             984.389                64.2
               17300             1027.65               64.05
               17400              867.23                63.9
               17500             1011.97               63.75
               17600              1080.7                63.6
               17700             841.307               63.45
               17800             1101.86                63.3
               17900              1195.1               63.15
               18000             957.843                  63
               18100             989.551               62.85
               18200             971.849                62.7
               18300             893.951               62.55
               18400             949.257                62.4
               18500             1072.02               62.25
               18600             1085.88                62.1
               18700             844.191               61.95
               18800             936.025                61.8
